,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,725.896923076923,680.3063636363637,715.7145454545454,526.9549206349205,636.871186440678,371.60882352941195,435.8098275862073,548.5362616822432,655.4467924528302,596.6702564102565,891.2316666666667,541.9686666666665,873.0337931034481,723.8394285714286,628.0139130434783,965.9803636363636,409.62305555555554,567.6045833333337,695.7962698412705,773.5536752136754,689.6238095238097,702.503076923077,919.6972222222224,616.5366666666666,1037.925,931.4434146341462,828.4192727272726,380.988493150685,653.889152542373,786.8665789473687,843.4567816091966,944.6420634920638,920.5825925925927,1046.5454054054057,1186.6241379310345,1059.4252941176471,222.75857142857143,167.7255555555556,274.13609756097566,1232.9600000000003,859.5235714285717,825.399888268157,1094.2470833333346,1374.6271544715455,1531.1634615384614,1619.8325000000004,1658.5535135135137,1811.7027777777778,1614.5945454545454,2550.0400000000004,1097.1790322580648,1606.2423076923078,1911.6796551724142,2423.4917391304352,2934.6912820512684,3530.641025641026,92.21208333333334,78.24666666666667,20.083846153846153,120.82052631578968,6552.843448275865,4188.480588235295,4648.19224489796,5460.31320754717,0.0,0.0,69.82803212851408,412.78272727272923,3564.130847457628,3821.596842105264,4583.1435294117655,7203.886153846155,0.0,0.0,16.23923076923077,42.923529411764704,5370.060333333334,6200.149716981097,7673.94865671643,11381.393703703703,0.0,0.0,0.0,0.0,11670.875172413795,14650.20153846154,11095.577878787879,0.0,0.0,0.0,39.01450643776825,1138.9617741935256,9953.780952380954,10802.205555555558,7892.214634146342,10451.55666666667
1,848.5835714285714,620.316551724138,749.3740425531915,479.67728813559324,777.2574545454546,314.55682539682556,423.1813483146072,539.5368333333334,687.6368965517241,586.3224390243902,800.62,702.7378571428571,846.4808,763.8199999999999,961.0287096774194,954.5901408450706,304.70338983050846,524.8305325443789,573.272775330397,685.663272727273,844.2729411764706,734.2434042553191,486.66159999999996,674.8832000000001,2076.6058823529415,141.30421052631579,239.75660377358489,190.44187500000015,848.6257575757577,1072.1881761006296,1176.9011504424793,1604.5794782608702,1847.9658181818186,1934.762352941177,1387.494117647059,1886.1083333333336,153.3568000000002,1376.739393939394,2102.1824489795927,2988.4607272727285,2466.8594444444448,2352.0548913043503,4119.397004048556,0.0,0.0,0.0,26.18083333333333,91.032,6225.4221428571445,10372.080000000002,7737.467441860466,0.0,0.0,0.0,66.1653497942387,4865.554027777777,6477.915873015875,5943.547111111112,5267.398000000001,5867.22,0.0,23.687199999999997,47.14072727272727,8150.083050847461,9807.387346938778,9987.167692307665,7706.218000000001,0.0,0.0,0.0,0.0,0.0,10109.640000000001,0.0,0.0,0.0,0.0,0.0,1848.715905511826,13475.935798319293,10734.847096774198,10594.824680851065,11987.533939393941,11395.077647058824,17.380625000000002,13094.0168,22102.48270270271,16701.661052631585,11337.207945205484,13441.93812154696,0.0,0.0,0.0,0.0,0.0,55.72571428571428
2,804.6009523809523,717.0992,646.8054901960785,444.3854285714286,712.6628070175439,379.0490476190477,480.5703252032525,439.93193277310934,666.5208219178082,484.1115555555556,802.3911764705882,668.7496969696969,496.77571428571434,498.45352941176475,577.9279166666666,660.733220338983,496.08906249999995,574.3571428571433,504.34591304347884,527.1507563025211,566.6961194029851,442.93411764705877,661.4174193548387,522.8999999999999,593.0711764705883,742.7191666666666,500.73272727272723,673.1418181818183,538.3591111111111,504.3346961325971,518.0002690582965,668.7562393162397,621.8416901408452,475.2891304347826,561.6329411764706,603.9205555555556,738.3558620689654,609.5107317073171,615.3302040816326,637.7866666666667,704.6108196721311,731.3465536723168,803.1324894514777,757.0489655172416,556.2388679245283,946.275625,825.8475,644.5933333333332,778.5206666666668,1108.4333333333334,996.0137254901963,846.9408695652174,885.3006557377051,884.6970491803283,1017.8137837837851,666.7150877192983,1154.5814285714287,1241.011,1149.28,1287.53,1350.1183783783786,1579.7633333333333,1392.8541176470587,1235.3101818181817,1276.2613333333336,1193.9040414507783,982.0338864628822,1577.2920720720729,1690.133333333334,519.5247826086958,668.3668749999999,667.3142857142857,1144.0343999999998,1276.32,1328.6020512820517,1196.0803703703705,1181.4743859649125,1330.2815757575768,1785.482460317462,490.2480701754393,455.599591836735,2330.486666666666,1804.6584,1053.3051851851853,1615.2957575757578,1632.7324137931034,2008.114090909091,2226.6808695652176,58.00027027027028,98.75425414364645,458.66339130434517,1898.3094736842118,1861.1098181818188,1990.8987234042556,2008.5055172413797,2806.875714285715
3,828.1818750000001,723.5452631578947,723.9657894736843,533.7573770491803,690.2178181818181,453.0660526315791,477.63545816733114,364.93522935779816,605.4958064516129,640.3097297297298,821.9494117647059,576.8145454545454,661.2364285714285,608.9350000000001,467.95137254901954,522.1824242424243,593.4797014925372,550.8552325581398,491.5073214285718,688.0472413793104,445.6825,529.1784615384615,420.4551219512195,445.98333333333335,688.4804761904762,722.2207692307692,698.3229787234043,717.327857142857,606.5796774193549,601.1802072538865,609.2655752212393,318.48602941176483,636.9749999999999,420.02608695652174,670.5496296296296,593.8182608695652,708.6986206896554,921.4864000000001,923.5392982456143,1078.4635714285716,1266.5128571428572,1100.2464088397792,296.66525821596304,938.9482242990659,920.2192727272729,957.5649999999999,574.8587234042553,811.84,2616.427407407408,2676.858571428572,2441.678181818182,104.50516129032259,75.15438596491227,299.25534090909184,1543.915000000002,1612.4062745098042,1569.3637037037042,1389.285853658537,1707.1160000000004,2242.271333333333,49.25307692307692,85.21272727272728,206.75314285714336,3172.871320754718,2698.7603030303035,3236.4272826086885,4578.276810344801,5925.015818181817,0.0,0.0,0.0,0.08159999999999996,6146.8600000000015,8478.195200000002,5402.9426923076935,5750.956825396826,6819.188813559323,0.0,16.738818565400845,92.01592233009708,6593.71559322034,5067.949333333334,5535.624090909091,6031.163703703704,0.0,0.0,0.0,69.7831746031746,369.6551428571446,8730.60586206893,9297.70288135596,10010.31641509434,0.0,0.0,0.0,0.0
4,937.0289999999999,570.6333333333333,727.5074418604651,528.2954716981133,786.1110000000001,348.87967213114774,416.8066960352427,551.6082352941177,620.601052631579,641.2717647058823,772.2643478260869,654.9466666666667,588.459512195122,712.0866666666667,804.084827586207,764.0558064516129,748.2135593220339,487.9108379888272,544.9734387351784,671.5476033057854,663.8760000000001,694.7062857142856,853.1574193548388,430.738,1017.289090909091,1103.4121428571427,1042.82,250.65939393939394,307.95000000000005,829.6168421052638,792.9457831325311,955.1235937500004,1046.681754385965,960.414857142857,815.1666666666666,1100.5530769230768,159.96307692307693,138.04866666666666,314.65260869565213,1425.217460317461,1179.9006153846155,1285.0754761904773,1617.938626609442,1883.3111111111118,2085.6520634920644,1679.5021621621624,2886.3006250000003,200.3121212121212,2548.007857142857,3263.933333333334,2212.676756756757,1775.9229850746271,2772.212068965518,3226.3029946523984,3725.9761316872427,0.0,0.0,13.066666666666666,139.1304000000003,1543.6470967741939,7286.382222222223,7947.8278260869565,0.0,0.0,0.0,0.0,1087.3346320345993,6433.9911666666585,8245.908219178087,7801.325625000001,5103.384615384617,8409.304444444446,14.179130434782609,166.04687500000048,6155.4234375000015,9472.425666666672,6861.928378378381,14305.74913907283,7796.094650205761,0.0,0.0,0.0,62.18000000000001,52.16428571428571,0.0,0.0,0.0,0.0,0.0,0.0,2023.1124481327997,12423.899663865519,15539.149310344832,10206.618536585369,12998.63028571429,0.0
5,890.4038461538462,664.0835714285714,699.5513725490197,599.4007407407408,721.5552238805969,367.52000000000015,447.6400869565221,511.699173553719,679.2869841269842,491.54470588235284,702.2033333333333,597.3625000000001,559.4434482758621,470.70827586206894,620.4242307692308,707.9338181818183,646.0576811594202,449.7352000000002,530.3107964601777,507.21627586206927,670.4685294117646,702.0942857142857,469.61263157894734,588.5222857142858,766.7928571428572,995.6899999999998,1099.3850980392156,388.6876666666667,361.6488888888889,899.5413836477992,991.4155725190853,1194.733170731708,854.1061538461541,494.3165,843.9799999999999,863.1470967741936,349.1118518518519,638.4346153846153,397.0089361702128,1226.1560655737705,1279.647936507937,1330.8698000000013,1584.5574615384637,1271.213473684211,2150.09347826087,2195.937272727273,1701.89,1673.0820689655175,1967.0841379310348,1781.8409523809526,1566.395510204082,1635.5587096774198,1709.3777049180335,2000.6000000000017,2331.9570305676793,2875.9160937500005,198.877037037037,118.18894736842105,279.675,261.628125,4856.007500000001,3500.7671428571434,3782.450416666667,4278.672631578948,4123.0828,0.0,11.69321888412017,373.2393893129789,6146.78595744681,2955.227234042553,2807.6446666666666,3196.3251612903227,0.0,0.0,3.6921568627450982,66.45623188405797,230.1979661016957,5396.842130177497,7230.957563025193,8587.527499999987,6205.296176470589,0.0,0.0,0.0,6375.300909090912,9071.9312,9437.72034482759,11064.847083333336,11047.513617021277,0.0,0.0,19.18954954954955,427.31731343283775,9029.772173913045,8898.425882352942,7868.191724137933
6,985.4760000000001,616.7027272727272,746.0080851063831,689.3008333333332,687.2562711864407,338.32931034482766,436.47390909090944,469.4903636363638,665.390606060606,571.5258823529412,740.8307142857142,532.8181818181819,660.4449999999999,459.13034482758627,654.6207692307692,586.9188888888889,702.8015625,549.5871204188486,695.012195121952,795.5368421052635,687.1007272727273,376.3845454545455,530.7967441860466,724.8948571428572,861.635625,989.1474074074073,1123.47,987.1410000000001,428.06928571428574,577.7451020408168,737.6817647058832,911.1745161290329,943.9825454545457,1096.0623529411764,1422.4733333333334,1065.5058333333334,30.728571428571428,143.35384615384615,154.10296296296295,227.52068965517256,1080.3443478260872,1331.3802272727287,1499.7108333333304,1644.5435398230097,1746.1762068965522,2329.436190476191,2373.9817647058826,2562.4984615384615,2646.6543750000005,1945.1456250000003,2340.858387096775,2039.967000000001,2023.3834920634924,3500.5722222222144,4602.25569105691,0.0,9.58290322580645,9.916818181818181,25.776999999999997,144.86000000000038,8854.466000000002,0.0,0.0,0.0,0.0,0.0,1356.419740259715,7905.728521739117,7331.311692307695,8589.267441860467,10605.775862068967,8363.636315789476,11.82181818181818,7225.125294117649,9661.372608695656,10502.366428571433,10641.08421052632,12585.467909604511,8788.780549019608,0.0,0.0,0.0,0.0,9.507499999999999,0.0,0.0,0.0,0.0,0.0,10.239772727272726,2420.3087159533547,13469.818833333302,17520.089600000003,14197.338285714288,0.0,0.0
7,878.4564285714285,601.1122580645161,654.7837931034484,531.643768115942,689.5769811320755,378.56024390243925,436.8299567099571,525.7484955752212,595.5167213114755,645.8212903225806,690.0263636363637,571.5516129032259,509.2828571428571,666.5283870967743,572.9761904761905,713.3154838709677,633.8638596491228,631.4923529411769,489.86547717842376,535.9095000000001,559.4079310344827,618.977,551.1850000000001,628.828,635.9646153846153,715.1113043478261,743.6890196078433,761.2009677419354,782.978,324.0978409090911,612.3865048543695,743.8233870967745,749.0560000000002,525.3244444444445,740.0615384615386,645.5028571428571,1297.1405405405408,1032.285925925926,858.107,1067.464827586207,254.69215686274515,636.5575757575762,720.2278703703712,903.8872881355936,624.8384375,982.1442105263156,724.7539130434783,1380.7141176470589,1877.717894736842,97.086,138.954,210.02829268292692,1103.7416326530615,1029.906458333334,1264.1151612903243,1618.735824175825,1680.4286111111114,1640.3921052631583,1533.2472222222225,1544.9413333333334,121.25428571428567,1781.6302325581396,2255.1968627450983,4117.928000000001,1998.825405405406,2703.358297872339,3347.5327935222485,3977.735483870968,0.0,21.288888888888888,9.226428571428572,61.44857142857143,5783.74,6496.222352941178,8134.167450980394,5697.553846153846,0.0,0.0,89.66877049180334,511.0895081967229,4987.380322580646,6689.595454545455,5152.268947368422,6371.143703703706,0.0,7.076666666666667,43.521818181818176,341.41500000000144,10216.272075471703,7761.621990049719,8720.005140562267,0.0,0.0,0.0,0.0,0.0
8,872.9677419354839,588.2929999999999,581.5342857142857,512.515294117647,654.1740350877193,492.44034090909116,444.89903381642546,471.4375471698114,659.1092592592593,518.2972413793104,672.7595744680851,522.2575,591.8194871794872,600.2360000000001,510.442962962963,555.238,626.9736666666666,436.8638418079098,450.2419047619052,616.2116666666669,598.2841935483871,699.1004761904761,602.5675675675676,502.0538461538462,224.6068965517241,577.6495652173912,477.6228571428572,575.4499999999999,528.9272727272727,601.0787234042559,660.891491228071,818.8900869565218,760.500350877193,637.0818181818182,636.3215384615384,820.5994285714286,1016.3523076923077,885.4641666666668,673.3062222222222,699.6080000000002,1005.3363636363639,934.9154347826095,1474.1753571428592,1880.4375409836077,2134.8823529411766,236.00789473684208,134.00114285714287,158.17,1682.9147058823532,1809.505,2170.1931250000007,2611.9796610169496,2842.2181132075484,2898.0412060301505,0.0,46.393770491803274,58.24103448275862,2588.165454545455,2539.1282051282055,3402.9366666666665,0.0,0.0,0.0,0.0,33.90188679245283,730.2009696969586,5856.346548672539,6369.668688524585,8650.09387755102,7918.530303030304,8899.397222222224,0.0,8450.053333333333,11125.623478260872,9918.034222222224,9601.417142857144,10195.937959183675,7252.410416666667,0.0,0.0,0.0,24.348000000000003,80.0237037037037,11891.73904761905,0.0,0.0,0.0,0.0,0.0,1472.4393258426492,7887.7103389830445,9575.627642276406,11787.350357142861,9353.43380952381,0.0,0.0
9,716.1459259259259,568.7417647058824,733.2690909090908,594.1776,662.2955172413793,403.58745341614923,450.5814345991564,541.0260800000002,644.4506666666668,595.7914285714286,766.5438709677418,647.1788571428569,610.533,605.65,585.8192592592592,621.3414925373135,571.768,532.3215662650605,579.8048398576519,739.4606400000001,747.361935483871,731.3435000000001,769.7367441860465,588.7703030303031,616.4042857142857,886.814074074074,626.1195555555556,687.2576000000001,777.3909375000001,765.7435761589409,786.1376923076934,918.695362318841,1330.685925925926,182.68216216216217,294.69393939393933,1214.4846153846154,908.0858064516129,1034.8975757575759,1013.8667924528303,1173.7358620689656,1105.1592592592594,1237.646153846155,1406.66766798419,292.38363636363647,209.7586440677966,1209.1600000000003,981.1466666666666,490.3193103448276,1926.2316666666668,2864.076923076923,2342.5720754716986,2297.822083333334,2750.4183870967745,189.50085308056882,437.2519999999971,2268.449821428573,2314.7833846153853,2107.7055555555557,2725.776296296296,1968.7429411764708,0.0,9.692,32.777692307692305,142.92000000000002,232.60000000000076,3516.2028855721273,4420.358007968099,5840.4206611570235,8196.674827586208,0.0,0.0,0.0,6972.372666666667,5695.531764705883,7765.914716981134,5090.06207792208,10875.332500000002,8649.795632183908,0.0,70.22368932038836,56.32311688311688,5315.87918367347,6635.329756097562,9964.974545454546,0.0,0.0,0.0,12.445818181818181,77.74338461538461,1577.4030167597489,9383.371054852338,9739.351052631564,14660.034482758621,0.0,0.0,0.0
