,0
0,0.8630816959611821
1,0.8432281413398661
2,0.8126578854107208
3,0.837919345918001
4,0.834253318923331
5,0.8148113069629055
6,0.7708077471352184
7,0.7460647299381137
8,0.7490993022723454
9,0.7442431508336467
10,0.7407322151290769
11,0.7632101335377612
12,0.7246758939634155
13,0.7304353268362727
14,0.7352976579071628
15,0.7257344282234071
16,0.713766690911854
17,0.7067956926054676
18,0.7210330505571715
19,0.7072882887808446
20,0.7306685745513248
21,0.71194520834406
22,0.7063569701555499
23,0.7147604776682107
24,0.7195304333047342
25,0.6861078747854146
26,0.694204469793943
27,0.695596833923312
28,0.735175526895047
29,0.7148367208994232
30,0.7061928481119198
31,0.7204279191331721
32,0.7300358902720469
33,0.6937369081111664
34,0.6754596900814802
35,0.6764996968379332
36,0.7021722416867803
37,0.6925849273863732
38,0.6888937085755436
39,0.6935968197201358
40,0.6848553380490463
41,0.6947573544037848
42,0.6886279685853256
43,0.6663699856092726
44,0.6658509467933645
45,0.6697154023144752
46,0.6816276075312904
47,0.6418213528333152
48,0.6886688962216888
49,0.6487219133566497
50,0.6829468198476573
51,0.658357883986926
52,0.656965530363062
53,0.6579612565873356
54,0.6745018331301976
55,0.6748598344463593
56,0.6690780326309812
57,0.6650340421756622
58,0.6705964901984908
59,0.6656057135133859
60,0.6774228857801997
61,0.6895319927288316
62,0.6957302579319293
63,0.6908196584117456
64,0.6845247469836703
65,0.6856133598397871
66,0.6813028645844285
67,0.6644938984518649
68,0.6860506455249873
69,0.6712171425398212
70,0.6818971455976122
71,0.6686283055101648
72,0.6704567271210521
73,0.6611829116778121
74,0.6633848219341933
75,0.6629065479655368
76,0.6609475858084872
77,0.6618391386170207
78,0.6555039094354427
79,0.6497885932390988
80,0.6668123367726558
81,0.6612403255472984
82,0.6549663346713471
83,0.6556525643348272
84,0.6485696122690541
85,0.6532848515592705
86,0.655913205204166
87,0.6470339257883604
88,0.6478548320233114
89,0.6592953326543638
90,0.6673048252738726
91,0.6494963887824836
92,0.6650733741698251
93,0.6488004305171088
94,0.6692683567227202
95,0.6499457462843592
96,0.6523839503471522
97,0.6604874133281163
98,0.6537016027210892
99,0.6650687010897475
100,0.663419597319039
101,0.6701641357073612
102,0.6646921462248707
103,0.6674139496656959
104,0.6597518390859002
105,0.6644732668855975
106,0.6704152060546872
107,0.6707749133908331
108,0.6625304087793377
109,0.6488210163527338
110,0.6464536895452293
111,0.6529098132942269
112,0.6481314429408438
113,0.6523791416751351
114,0.6426153392005365
115,0.6509173683145653
116,0.6413211720284793
117,0.642887686444047
118,0.6589673908824097
119,0.6441115770214643
120,0.6330208217406064
121,0.6345062194270249
122,0.6406145111242009
123,0.6399035643918078
124,0.6424698630959363
125,0.6300521555885095
126,0.6109800683750016
127,0.6296263415051669
128,0.6483486085042633
129,0.6474515967789025
130,0.6406819792209211
131,0.6284446633347062
132,0.63174891526513
133,0.658059446968336
134,0.6525749754628005
135,0.6422648548446158
136,0.6476155146807927
137,0.6543578919155558
138,0.6500644397175711
139,0.6414750116046946
140,0.6402736548105348
141,0.6621630553477488
142,0.6477344884077556
143,0.6473825672825635
144,0.6617173703554353
145,0.6518887886428227
146,0.6520675587194351
147,0.65188263245479
148,0.6651410270877203
149,0.6523556193718891
150,0.6494514498773429
151,0.6505937573482832
152,0.6445098375993155
153,0.6508476441477097
154,0.6410937435648949
155,0.643504128944113
156,0.6422885309119958
157,0.6746218065463476
158,0.6670717455289219
159,0.6562972058096498
160,0.6357134476339501
161,0.6370527079578955
162,0.6264538070691819
163,0.6388809553638701
164,0.6426730162519553
165,0.6323694595398054
166,0.6404540852316125
167,0.6429522050583601
168,0.6474259725667937
169,0.6285573322477157
170,0.629319236009224
171,0.6335343018043824
172,0.6329603829104529
173,0.6232954549001827
174,0.6193970451998907
175,0.6296411262751953
176,0.6322906031220936
177,0.6187044555517449
178,0.6372199477008971
179,0.6446528721073504
180,0.6241021169704263
181,0.6195293570764009
182,0.6170870642161408
183,0.6151247787438907
184,0.6238110977661455
185,0.629365788312238
186,0.624324377236305
187,0.6222698545843186
188,0.6269067445322124
189,0.6331431181386507
190,0.6290609829061631
191,0.6399290421390978
192,0.6404515397362307
193,0.622196418553473
194,0.6141236231738532
195,0.6214144102212995
196,0.6169473716359916
197,0.62789357095816
198,0.6328774854745529
199,0.6392678731112266
200,0.6450093533924371
201,0.6382195125894189
