,0
0,107.06920687357585
1,79.7291997273763
2,94.92689514160156
3,89.75250180562337
4,82.81335067749023
5,87.77714920043945
6,96.86428451538086
7,79.53628667195638
8,68.1763089497884
9,56.93932278951009
10,72.63553301493327
11,77.85699399312337
12,60.1786781946818
13,53.29981295267741
14,76.9203052520752
15,52.82885424296061
16,58.955142974853516
17,55.11640167236328
18,83.44436899820964
19,76.74685414632161
20,55.59370772043864
21,55.77026112874349
22,58.77903493245443
23,68.01320838928223
24,52.031015396118164
25,59.06820519765218
26,51.29697799682617
27,64.30029010772705
28,61.61616325378418
29,55.09261576334635
30,55.08601760864258
31,38.847079594930015
32,46.58867263793945
33,51.620883305867515
34,27.752606709798176
35,35.15399169921875
36,58.8249766031901
37,43.23950386047363
38,34.126291275024414
39,51.772247314453125
40,50.926726659139
41,41.972134590148926
42,51.72869904836019
43,34.99543062845866
44,37.94944063822428
45,40.17711321512858
46,44.813835779825844
47,35.164479891459145
48,31.16878620783488
49,34.40460332234701
50,24.768632253011067
51,30.611557483673096
52,33.33833853403727
53,30.476339022318523
54,36.41749540964762
55,30.081777572631836
56,46.92135874430338
57,40.648826917012535
58,33.18186728159586
59,28.71925640106201
60,32.6322914759318
61,30.481245358784992
62,40.45308971405029
63,40.27937539418539
64,35.471869786580406
65,33.476351737976074
66,34.385294596354164
67,26.600815137227375
68,31.395761171976726
69,32.85268338521322
70,31.940927028656006
71,29.2335844039917
72,29.602773666381836
73,35.49265766143799
74,19.78660519917806
75,31.99288558959961
76,27.503594080607098
77,25.059999624888103
78,29.26508394877116
79,23.81218385696411
80,19.76524257659912
81,27.24216318130493
82,25.09298038482666
83,22.82387399673462
84,25.257521152496338
85,23.391626516977947
86,25.576885382334392
87,24.892276128133137
88,20.105071703592937
89,21.811580499013264
90,20.722670396169026
91,18.62132453918457
92,25.614000002543133
93,18.331820170084637
94,20.501559575398762
95,20.61504856745402
96,16.74123541514079
97,16.57933219273885
98,19.91437021891276
99,21.352588812510174
100,19.72253481547038
101,20.583279927571613
102,17.223419030507404
103,19.74120330810547
104,15.440348466237387
105,20.308251063028973
106,18.061620235443115
107,19.351868391036987
108,18.87132469813029
109,16.614655017852783
110,14.556320985158285
111,18.68341366449992
112,16.984270731608074
113,16.45204782485962
114,14.716355403264364
115,17.023701190948486
116,17.02569007873535
117,17.15558346112569
118,16.968633492787678
119,16.577390829722088
120,15.734514236450195
121,16.968570550282795
122,14.039293686548868
123,15.696551322937012
124,13.823672533035278
125,15.21832799911499
126,13.835674206415812
127,12.98020601272583
128,15.004347801208496
129,15.732915242513021
130,14.17606004079183
131,13.356904983520508
132,12.061588048934937
133,14.380565961201986
134,13.131724119186401
135,17.322425365447998
136,13.192699352900187
137,14.889499028523764
138,13.394815444946289
139,13.91703494389852
140,13.726256529490152
141,13.06938624382019
142,14.950669606526693
143,14.384153048197428
144,14.097346544265747
145,13.386538664499918
146,13.44444990158081
147,13.989819685618082
148,14.33180824915568
149,14.873948097229004
150,14.100953817367554
151,13.815563996632894
152,12.451213677724203
153,13.239702701568604
154,14.242494106292725
155,14.336772441864014
156,12.701171716054281
157,14.190666675567627
158,15.495155652364096
159,13.973787148793539
160,13.236007372538248
161,14.903181234995523
162,14.300308068593344
163,12.415656725565592
164,13.592361768086752
165,13.749257405598959
166,14.441967487335205
167,13.589720726013184
168,14.20060427983602
169,13.014451662699381
170,12.26325798034668
171,14.07969077428182
172,12.57086435953776
173,12.219557762145996
174,14.050221920013428
175,13.502737045288086
176,13.532547950744629
177,12.527580261230469
178,12.092122236887613
179,14.677005132039389
180,14.31517759958903
181,12.610513925552368
182,13.746709982554117
183,13.260401884714762
184,11.20489271481832
185,13.797820409138998
186,12.284807523091635
187,11.480691194534302
188,11.089392820994059
189,12.801766554514566
190,14.82571268081665
191,13.206143061319986
192,12.822221597035727
193,12.397845268249512
194,11.398600101470947
195,12.705026785532633
196,12.348694642384848
197,11.193765242894491
198,11.90476123491923
199,12.811908880869547
200,13.79236618677775
201,11.49729299545288
202,12.17827558517456
203,12.773911158243815
204,11.999973376592001
205,12.257187287012735
206,12.525108337402344
207,12.313812255859375
208,12.696457544962565
209,12.074971199035645
210,12.099193255106607
211,11.5152481396993
212,13.65621836980184
213,11.967315832773844
214,12.722301642100016
215,11.740880012512207
216,12.680569012959799
217,12.60449481010437
218,12.33031145731608
219,12.636843045552572
220,11.572422822316488
221,11.608510255813599
222,11.512301921844482
223,11.094932317733765
224,12.946047941843668
225,12.330437660217285
226,11.417179822921753
227,12.461299260457357
228,11.894029299418131
229,12.224840005238852
230,11.032530148824057
231,11.562596400578817
232,11.21471881866455
233,12.320489406585693
234,10.935547272364298
235,12.727330048878988
236,11.774972597757975
237,13.140088081359863
238,12.064008235931396
239,12.26204220453898
240,12.277175903320312
241,11.853572368621826
242,12.676132996877035
243,10.6203293800354
244,13.229158242543539
245,12.448389053344727
246,12.539913018544516
247,10.83608571688334
248,11.298831780751547
249,12.316221555074057
250,12.752286275227865
251,12.926791985829672
252,10.74969514211019
253,13.611939589182535
254,10.722077051798502
255,11.729679266611734
256,11.704082012176514
257,11.613556067148844
258,10.91358240445455
259,13.933769385019938
260,11.738743305206299
261,12.2549569606781
262,12.41890017191569
263,12.357267538706461
264,11.483677625656128
265,11.636594851811727
266,12.535247008005777
267,13.24822473526001
268,10.815598328908285
269,11.437307357788086
270,11.687271436055502
271,11.13593872388204
272,12.66762399673462
273,12.245569070180258
274,11.80368741353353
275,11.253316243489584
276,11.629964351654053
277,13.259805997212728
278,11.659646193186441
279,11.72126309076945
280,12.392837365468344
281,11.176365852355957
282,10.62991205851237
283,11.537542819976807
284,12.367484887441
285,12.59160041809082
286,9.897873401641846
287,12.417323271433512
288,10.716505686442057
289,11.040722846984863
290,11.369592587153116
291,12.059003353118896
292,11.092448234558105
293,11.742658774058023
294,10.941183090209961
295,10.367371161778768
296,12.409917990366617
297,12.202120463053385
298,11.822495301564535
299,10.728562911351522
