,0
0,1.0502074137802526
1,1.1182672265765523
2,0.9896174174547683
3,0.9769230076807764
4,1.1082104763214489
5,0.9647415747469247
6,1.0002489195992688
7,1.0002712626140267
8,0.9539784965063002
9,0.8196495374972841
10,0.9865127813545927
11,1.1329171355479724
12,0.8467807295079979
13,0.857882186009566
14,0.9996846345655894
15,0.8584184335205155
16,0.9190756610796305
17,1.0259332070046758
18,1.0145862625845588
19,1.0155646943685395
20,0.8856340730552096
21,0.9310833275219507
22,1.0299912569708145
23,1.0527128468045523
24,1.181006445553086
25,1.0033002264083142
26,0.9681760827132372
27,1.0127336043045425
28,0.9673227569387953
29,1.2284608147070921
30,0.9720179915336902
31,0.8619994835549354
32,1.1168532213558906
33,0.8814315737474391
34,0.7776487666126671
35,0.9082007853699514
36,1.2780593791683201
37,1.014792795258515
38,0.8210791984462075
39,0.9839399675913696
40,0.9921382365667809
41,1.1892411908441707
42,1.0656177106975482
43,1.1172707678067528
44,0.9783434135689938
45,0.8938664349508311
46,1.1258889587539542
47,0.999031435572181
48,0.9925129585483417
49,1.1717489941476662
50,0.8404397829955343
51,1.0926019975521208
52,1.0311516268132932
53,1.1086905854503604
54,1.0754450977861698
55,1.1544933450977468
56,1.3382995368115445
57,1.2778441047813234
58,1.1746842673909321
59,1.1571296631410188
60,1.2052176375315933
61,1.2028704953946414
62,1.315588444779704
63,1.3150329141555406
64,1.276328152077769
65,1.2434516240383777
66,1.2751990598503338
67,1.1676784992343474
68,1.1206273597756553
69,1.2672672412288746
70,1.2759956054570696
71,1.25043382792808
72,1.2522091906872226
73,1.3516156170973208
74,1.1200132042555622
75,1.3096585744490379
76,1.2631581365434272
77,1.2289113598133088
78,1.3084387508365263
79,1.2166357728716688
80,1.1799048949620952
81,1.2787247823035657
82,1.2903365868224514
83,1.2395249583840005
84,1.2919827708885068
85,1.2503391730718978
86,1.307989607018076
87,1.303476964691439
88,1.2526711246156947
89,1.2287857754493676
90,1.2652832683938326
91,1.214425060482216
92,1.3466105957406147
93,1.2093921726242869
94,1.264366361259943
95,1.2700892462592255
96,1.2014116352805113
97,1.2104147587159855
98,1.2684505632491612
99,1.3179842898976963
100,1.3059371144089238
101,1.3077064032548096
102,1.2478711349500604
103,1.3168512773870917
104,1.2390416678905531
105,1.3245172237975757
106,1.2777128663188537
107,1.3127169875689522
108,1.3394065123135994
109,1.2753916848840001
110,1.2340382704333208
111,1.3351786693469538
112,1.258413709336091
113,1.2266495510878517
114,1.2166866285101274
115,1.3032023639103858
116,1.313120153262837
117,1.2976222225768477
118,1.3072538936152538
119,1.3163842673082113
120,1.2852258786728106
121,1.334869652055379
122,1.231528119942781
123,1.3056262971851031
124,1.2502941969546164
125,1.3081528949894627
126,1.2529789666237223
127,1.2316292225621674
128,1.2926189781459396
129,1.3142178186298528
130,1.290916467389647
131,1.224060484451656
132,1.2357255456689735
133,1.286210822176294
134,1.2811059667295093
135,1.334241562224868
136,1.2588887245729488
137,1.2630493981572704
138,1.2594664400169975
139,1.2978754973229618
140,1.293286301327312
141,1.2414425846722605
142,1.3243184604912719
143,1.2968935185909918
144,1.2558039665497795
145,1.2747775356065487
146,1.2373427445399898
147,1.2564901846269707
148,1.2818016950484032
149,1.3281321549156293
150,1.2731662037808478
151,1.3196661547053548
152,1.2329732499312553
153,1.2748439211966465
154,1.294761548603503
155,1.3106675375345835
156,1.235607649784307
157,1.2870083425764296
158,1.3936300339483738
159,1.3071794434045931
160,1.3036554834271443
161,1.3704632346813714
162,1.3232050619973936
163,1.2557707196920311
164,1.342147721780047
165,1.3388560646390515
166,1.3559213545010969
167,1.2984208983851582
168,1.328484919338202
169,1.2359374203672653
170,1.2734419336596687
171,1.2511309726550226
172,1.2608057474051315
173,1.2600709922569024
174,1.3547510175645576
175,1.313409715240031
176,1.3374602949011485
177,1.2671657986901148
178,1.2709567834173925
179,1.3775644485924898
180,1.3429660999491948
181,1.2838522952305818
182,1.358193704309961
183,1.2695840751405152
184,1.2751146192429663
185,1.3278286517110243
186,1.307807990051884
187,1.2865114852999546
188,1.257750337228141
189,1.2701950026809616
190,1.3918244876069985
191,1.3155585285442202
192,1.334928259803946
193,1.240035002694913
194,1.238822122837824
195,1.3046816938892356
196,1.2629198330916223
197,1.2642964474707623
198,1.2818180456160424
199,1.3337342611305918
200,1.2612196640169577
201,1.253487062263966
202,1.2749596101102592
203,1.3196053928844886
204,1.282692382252687
205,1.2720551429682285
206,1.3034613378372257
207,1.342917577270133
208,1.3271908221063162
209,1.2689361325717805
210,1.2599812641819232
211,1.2562117995113509
212,1.3782127018395036
213,1.3198551580188562
214,1.2808976551132385
215,1.3181816256142096
216,1.3138807023446155
217,1.2324099887673132
218,1.3085821602599126
219,1.3283517775996487
220,1.3110336670538023
221,1.25102333635345
222,1.3051784265200777
223,1.328808364666619
224,1.3598514135323498
225,1.270828075932677
226,1.2585068317432067
227,1.2872029287005387
228,1.2768122415206864
229,1.3408097829247059
230,1.2862502476580295
231,1.3267752771654437
232,1.3220059353097227
233,1.3241365495032786
234,1.2390126265011356
235,1.3365065442143267
236,1.3035093278854208
237,1.3699069933719645
238,1.2888293667201605
239,1.313700404024143
240,1.3153453286890708
241,1.3449313900704987
242,1.3099034319465044
243,1.2649149129867474
244,1.2933708109772892
245,1.3134247046924714
246,1.3165164820946322
247,1.2936453750151204
248,1.2464132949829123
249,1.322018363717519
250,1.3477828991171232
251,1.3674003372963792
252,1.2544570803050898
253,1.3946977858977627
254,1.259461706216924
255,1.3159565039634378
256,1.3113907177341095
257,1.3159881741994093
258,1.2803851620462838
259,1.420498596021232
260,1.261345547754484
261,1.3361026469759074
262,1.3111705137875669
263,1.3102608379514213
264,1.3267451148890286
265,1.345125899961263
266,1.281702928225806
267,1.3381869978417886
268,1.3395277376727552
269,1.3074420876765447
270,1.3090969984426841
271,1.3082367226976261
272,1.3830395220629506
273,1.3521184095976322
274,1.3088753743566985
275,1.2746554204964318
276,1.348025899617177
277,1.397646391553898
278,1.3460866020490665
279,1.348449185923983
280,1.304752993940748
281,1.3029771030500101
282,1.2722786069767233
283,1.3107930909070058
284,1.37174235541475
285,1.3510461939845197
286,1.3079912707911354
287,1.3123155134815234
288,1.3032560409380525
289,1.3395378214893154
290,1.321902386861393
291,1.3127809721883763
292,1.3352497310751557
293,1.326158242021152
294,1.2851658850068808
295,1.309908450515279
296,1.3417655735386245
297,1.3495566610214291
298,1.3676933520923817
299,1.2819862678928804
